Gene ID	Gene Name	SRR1839796	SRR1839800	SRR1839795	SRR1839804	SRR1839802	SRR1839801	SRR1839803	SRR1839797	SRR1839794	SRR1839792	SRR1839799	SRR1839791	SRR1839798	SRR1839793
ENSG00000210140	MT-TC	55	30	22	29	21	23	49	26	10	52	29	27	25	30
ENSG00000210144	MT-TY	80	43	65	75	48	44	86	41	43	17	52	38	62	7
ENSG00000210151	MT-TS1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000210154	MT-TD	27	3	7	1	4	1	7	6	9	1	2	7	0	1
ENSG00000210156	MT-TK	2	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000210164	MT-TG	75	12	31	18	10	30	22	21	27	35	14	25	22	10
ENSG00000210174	MT-TR	25	8	17	10	4	7	10	8	32	8	15	27	14	0
ENSG00000210176	MT-TH	80	12	23	21	3	18	19	25	33	30	18	23	25	13
ENSG00000210181	RNU6ATAC4P	0	1	0	1	0	2	0	5	0	1	1	2	1	0
ENSG00000210184	MT-TS2	20	13	22	17	11	19	18	4	24	15	16	18	9	6
ENSG00000210191	MT-TL2	98	37	51	48	22	37	68	19	35	17	44	34	29	8
ENSG00000210194	MT-TE	82	59	69	53	40	43	27	23	45	26	43	33	61	15
ENSG00000210195	MT-TT	66	16	45	29	16	42	45	21	22	17	29	18	22	7
ENSG00000210196	MT-TP	604	246	475	294	179	270	411	317	211	195	255	226	264	146
ENSG00000210678	RNU6ATAC2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000210709	RNU6ATAC3P	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000210741	MIR196A1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000210825	SNORA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000210839	RNU6ATAC5P	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000210841	RNU6ATAC26P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211137	MIR190A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211445	GPX3	177	45	69	85	44	33	42	134	69	162	117	142	65	112
ENSG00000211448	DIO2	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000211450	SELENOH	141	124	141	130	149	121	106	85	186	179	132	179	178	117
ENSG00000211451	GNRHR2	9	5	8	16	14	11	17	7	8	2	1	13	5	3
ENSG00000211452	DIO1	8	0	1	9	4	4	7	4	7	7	4	11	10	5
ENSG00000211454	AKR7L	6	6	0	7	9	7	2	12	1	4	1	5	4	2
ENSG00000211455	STK38L	526	267	453	628	502	217	560	243	573	74	114	903	256	77
ENSG00000211456	SACM1L	607	311	472	723	608	308	570	222	653	87	199	1040	268	76
ENSG00000211459	MT-RNR1	24461	9457	13450	8779	8367	9019	16182	8210	8209	12732	11272	9134	11284	10520
ENSG00000211460	TSN	547	300	423	614	428	310	369	267	451	101	183	651	282	71
ENSG00000211491	MIR320D1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211513	MIR320E	20	16	18	17	8	11	4	9	26	49	12	30	21	30
ENSG00000211514	MIR454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211520	MIR216B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211532	MIR526A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211538	MIR501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211543	MIR320B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211563	MIR3065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211568	MIR670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211574	MIR770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211575	MIR760	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000211578	MIR766	0	2	0	0	1	0	0	0	1	1	0	6	2	0
ENSG00000211579	MIR759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211580	MIR769	1	0	0	0	0	0	1	0	2	1	0	1	0	0
ENSG00000211581	MIR765	0	0	3	3	1	4	2	5	6	0	0	2	0	0
ENSG00000211582	MIR758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211583	MIR767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211584	SLC48A1	422	380	436	260	267	264	322	295	342	450	304	354	275	288
ENSG00000211590	MIR802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211591	MIR762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211592	IGKC	3432	5205	7600	6036	5703	4668	2930	4107	5460	11070	2697	2824	5855	10201
ENSG00000211593	IGKJ5	2	2	2	9	3	7	3	1	6	0	4	15	2	1
ENSG00000211594	IGKJ4	0	5	3	3	9	3	0	1	10	0	0	10	4	3
ENSG00000211595	IGKJ3	0	5	12	5	5	0	4	0	3	0	3	2	1	0
ENSG00000211596	IGKJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211597	IGKJ1	9	10	7	8	5	6	8	6	2	22	10	6	8	6
ENSG00000211598	IGKV4-1	151	330	507	310	368	265	167	202	325	297	115	175	341	472
ENSG00000211599	IGKV5-2	2	13	9	4	14	6	1	4	6	3	0	6	7	1
ENSG00000211611	IGKV6-21	4	3	16	6	9	0	3	3	2	23	0	4	7	8
ENSG00000211623	IGKV2D-26	0	0	0	0	3	0	0	0	2	0	0	0	1	3
ENSG00000211625	IGKV3D-20	11	7	14	7	14	2	3	8	9	38	3	2	14	11
ENSG00000211626	IGKV6D-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211632	IGKV3D-11	1	2	5	5	5	4	0	5	4	0	1	1	1	5
ENSG00000211633	IGKV1D-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211637	IGLV4-69	50	33	42	25	65	28	25	26	32	103	37	37	52	32
ENSG00000211638	IGLV8-61	5	44	28	9	3	51	43	14	51	21	18	35	18	56
ENSG00000211639	IGLV4-60	9	10	8	10	23	3	22	4	10	25	2	1	18	1
ENSG00000211640	IGLV6-57	29	22	49	35	52	38	22	24	18	55	25	5	49	78
ENSG00000211641	IGLV11-55	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211642	IGLV10-54	27	48	101	7	15	4	5	7	12	11	17	8	21	1
ENSG00000211643	IGLV5-52	33	32	45	71	42	39	23	25	92	13	12	30	35	3
ENSG00000211644	IGLV1-51	111	108	221	102	295	98	93	125	148	279	88	95	248	191
ENSG00000211645	IGLV1-50	2	0	2	1	1	1	0	0	1	0	0	0	0	0
ENSG00000211647	IGLV5-48	0	0	3	2	0	3	1	0	0	0	0	0	2	1
ENSG00000211648	IGLV1-47	36	53	66	45	32	27	16	21	36	64	25	24	66	70
ENSG00000211649	IGLV7-46	14	33	76	29	4	4	21	18	14	58	21	2	25	68
ENSG00000211650	IGLV5-45	11	19	26	12	24	9	8	28	6	36	6	16	21	21
ENSG00000211651	IGLV1-44	34	66	62	46	65	34	42	50	143	145	24	27	72	176
ENSG00000211652	IGLV7-43	31	29	44	8	20	10	17	22	13	21	10	16	60	37
ENSG00000211653	IGLV1-40	81	94	159	94	146	56	79	105	59	122	53	31	93	198
ENSG00000211654	IGLV5-37	9	9	5	4	21	3	1	7	5	6	0	0	7	24
ENSG00000211655	IGLV1-36	4	7	10	2	7	6	8	37	6	6	0	2	7	5
ENSG00000211656	IGLV2-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211657	IGLV3-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211658	IGLV3-27	4	7	11	6	10	10	5	9	3	4	6	6	3	30
ENSG00000211659	IGLV3-25	21	65	160	58	124	111	28	38	51	137	31	25	64	109
ENSG00000211660	IGLV2-23	50	91	211	75	135	88	71	97	87	290	69	80	117	205
ENSG00000211661	IGLV3-22	0	0	0	0	1	0	0	0	0	0	1	0	1	0
ENSG00000211662	IGLV3-21	44	55	204	37	109	108	36	67	181	155	47	50	120	217
ENSG00000211663	IGLV3-19	31	57	143	122	124	66	35	43	80	134	59	48	56	135
ENSG00000211664	IGLV2-18	4	15	21	17	23	18	11	12	17	26	2	7	5	12
ENSG00000211665	IGLV3-16	0	3	11	7	2	2	3	3	9	0	2	6	1	4
ENSG00000211666	IGLV2-14	238	143	386	130	383	238	186	192	114	251	85	182	446	290
ENSG00000211667	IGLV3-12	68	1	5	6	38	17	22	9	40	5	0	35	16	4
ENSG00000211668	IGLV2-11	57	73	288	140	279	171	75	44	91	134	30	104	147	170
ENSG00000211669	IGLV3-10	9	34	44	59	41	17	18	6	51	32	16	25	9	82
ENSG00000211670	IGLV3-9	19	13	22	10	14	9	4	10	5	6	8	9	8	38
ENSG00000211672	IGLV4-3	1	0	4	1	1	5	3	0	5	1	0	0	4	7
ENSG00000211673	IGLV3-1	56	116	245	122	99	139	65	66	186	232	41	61	153	146
ENSG00000211674	IGLJ1	0	1	1	1	2	4	0	0	1	0	2	1	2	0
ENSG00000211675	IGLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211676	IGLJ2	1	5	3	5	2	4	0	0	2	0	0	1	1	0
ENSG00000211677	IGLC2	303	510	906	560	912	620	373	446	408	1287	386	402	783	1168
ENSG00000211678	IGLJ3	1	0	3	0	1	1	3	0	0	0	1	0	1	1
ENSG00000211679	IGLC3	340	345	821	382	271	215	180	299	259	877	72	126	297	645
ENSG00000211680	IGLJ4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000211681	IGLJ5	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000211682	IGLJ6	0	1	2	0	0	0	0	0	0	0	0	0	0	2
ENSG00000211683		5	1	1	6	4	6	0	0	6	3	2	6	6	2
ENSG00000211684	IGLJ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211685	IGLC7	3	5	12	21	6	6	23	7	192	25	1	6	2	31
ENSG00000211687	TRGJ2	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSG00000211688	TRGJP2	9	1	4	8	5	0	0	2	6	0	4	4	4	0
ENSG00000211689	TRGC1	131	55	78	444	296	177	170	200	64	71	134	132	133	34
ENSG00000211690	TRGJ1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000211691	TRGJP	0	0	2	1	0	0	0	0	0	0	0	1	0	0
ENSG00000211692	TRGJP1	0	0	0	2	2	2	6	1	1	0	1	7	3	0
ENSG00000211693	TRGV11	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000211694	TRGV10	57	17	37	114	51	107	58	34	60	16	19	87	26	15
ENSG00000211695	TRGV9	29	20	16	131	83	26	20	63	20	13	9	24	26	8
ENSG00000211696	TRGV8	37	5	17	61	28	14	33	32	15	3	7	30	18	2
ENSG00000211697	TRGV5	14	4	13	14	10	13	20	0	9	8	6	42	17	1
ENSG00000211698	TRGV4	16	11	25	65	15	35	36	1	54	2	6	80	7	8
ENSG00000211699	TRGV3	13	8	15	36	21	16	33	15	31	14	8	57	20	2
ENSG00000211701	TRGV1	3	1	5	10	3	1	6	2	3	0	3	1	0	0
ENSG00000211706	TRBV6-1	83	49	33	45	47	62	34	48	85	54	41	50	43	40
ENSG00000211707	TRBV7-1	4	1	0	5	4	4	0	0	4	3	1	1	0	0
ENSG00000211710	TRBV4-1	31	37	52	57	70	30	32	51	35	33	86	50	32	13
ENSG00000211713	TRBV6-4	31	7	7	26	22	21	22	4	12	0	7	37	28	5
ENSG00000211714	TRBV7-3	72	52	37	48	60	38	40	32	47	34	36	17	31	27
ENSG00000211715	TRBV5-3	1	1	3	1	1	4	2	2	3	1	1	0	0	0
ENSG00000211716	TRBV9	125	58	71	84	66	86	72	51	74	37	53	61	61	40
ENSG00000211717	TRBV10-1	1	7	4	7	6	0	5	17	0	5	0	11	3	1
ENSG00000211720	TRBV11-1	12	8	4	3	10	4	6	4	10	10	5	10	2	6
ENSG00000211721	TRBV6-5	142	83	97	98	61	125	39	36	97	47	51	47	46	51
ENSG00000211724	TRBV6-6	78	35	55	60	30	33	42	27	39	26	54	31	38	30
ENSG00000211725	TRBV5-5	46	12	11	34	11	35	18	8	22	13	13	10	10	5
ENSG00000211727	TRBV7-6	63	25	22	19	27	19	19	18	38	28	27	23	14	10
ENSG00000211728	TRBV5-6	42	47	36	51	42	43	26	30	51	42	54	33	63	22
ENSG00000211731	TRBV5-7	3	1	0	2	1	1	0	4	0	4	0	0	2	0
ENSG00000211734	TRBV5-1	241	158	139	136	118	148	143	106	241	163	181	142	127	91
ENSG00000211739	TRBV12-2	0	0	0	1	1	0	0	0	0	0	0	1	0	2
ENSG00000211745	TRBV4-2	177	37	45	78	62	134	73	26	41	43	94	58	19	27
ENSG00000211746	TRBV19	285	187	143	319	164	247	142	161	278	110	150	165	131	83
ENSG00000211747	TRBV20-1	296	180	182	220	158	218	209	152	328	202	153	255	133	133
ENSG00000211749	TRBV23-1	34	27	11	29	28	24	32	20	74	17	30	32	23	7
ENSG00000211750	TRBV24-1	45	19	24	82	34	25	30	32	44	33	44	35	49	19
ENSG00000211751	TRBC1	4306	3626	2748	3879	2021	3265	1881	2151	2999	2301	3057	3342	2041	1922
ENSG00000211752	TRBV27	164	61	79	110	71	89	84	98	168	74	114	76	69	51
ENSG00000211753	TRBV28	209	23	78	209	168	82	118	68	167	81	84	131	66	107
ENSG00000211764	TRBJ2-1	31	8	5	15	14	7	9	8	8	5	6	9	4	7
ENSG00000211765	TRBJ2-2	11	9	6	7	4	5	4	4	10	3	6	4	7	1
ENSG00000211766	TRBJ2-2P	12	19	14	17	21	30	11	12	16	6	8	29	10	14
ENSG00000211767	TRBJ2-3	43	43	26	48	35	31	29	22	25	38	23	38	31	31
ENSG00000211768	TRBJ2-4	5	3	2	4	8	7	1	4	22	5	5	8	3	11
ENSG00000211769	TRBJ2-5	7	2	3	5	2	5	6	0	7	0	1	9	3	4
ENSG00000211770	TRBJ2-6	19	10	2	10	12	6	5	6	28	4	8	18	6	7
ENSG00000211771	TRBJ2-7	17	19	6	16	21	11	11	1	51	15	6	32	12	7
ENSG00000211772	TRBC2	5383	3145	2750	3498	3637	3625	3295	2348	5050	4284	3859	2925	3515	3332
ENSG00000211776	TRAV2	53	41	18	43	34	24	27	13	69	13	28	25	21	11
ENSG00000211777	TRAV3	102	37	52	73	51	66	51	30	106	20	50	55	44	18
ENSG00000211778	TRAV4	77	41	29	81	36	56	52	21	48	13	40	35	42	11
ENSG00000211779	TRAV5	33	17	26	33	29	33	44	27	45	14	15	27	33	7
ENSG00000211780	TRAV6	42	18	17	23	22	36	21	17	46	8	12	28	10	8
ENSG00000211781	TRAV7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000211782	TRAV8-1	66	29	21	37	24	37	49	18	61	15	31	28	36	8
ENSG00000211783	TRAV9-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000211784	TRAV10	40	26	21	36	33	31	20	19	47	8	19	16	12	5
ENSG00000211785	TRAV12-1	95	47	80	94	80	79	80	52	98	26	83	53	62	11
ENSG00000211786	TRAV8-2	50	27	30	46	38	44	43	21	76	12	28	38	19	6
ENSG00000211787	TRAV8-3	102	53	48	63	63	56	54	28	134	32	45	80	43	13
ENSG00000211788	TRAV13-1	161	107	137	133	112	109	92	68	152	27	81	82	71	17
ENSG00000211789	TRAV12-2	101	65	52	116	135	115	84	76	136	35	95	152	67	22
ENSG00000211790	TRAV8-4	96	41	44	69	39	87	28	32	92	35	27	55	27	14
ENSG00000211791	TRAV13-2	61	66	47	31	39	35	42	31	75	23	36	58	34	11
ENSG00000211792	TRAV14DV4	88	57	24	81	49	65	29	46	46	8	44	56	24	19
ENSG00000211793	TRAV9-2	165	77	83	132	79	139	87	63	129	46	74	76	74	32
ENSG00000211794	TRAV12-3	112	56	70	64	67	92	50	65	107	37	49	58	41	21
ENSG00000211795	TRAV8-6	51	46	53	83	73	54	69	30	104	25	47	67	45	19
ENSG00000211796	TRAV16	39	19	41	34	28	38	35	7	50	11	21	30	21	9
ENSG00000211797	TRAV17	104	65	83	75	55	120	53	39	108	24	34	77	50	18
ENSG00000211798	TRAV18	4	4	4	10	5	3	6	1	10	2	4	10	6	0
ENSG00000211799	TRAV19	80	17	46	270	55	49	62	25	82	31	30	53	43	13
ENSG00000211800	TRAV20	57	36	17	40	30	29	22	23	32	8	14	24	14	8
ENSG00000211801	TRAV21	141	63	76	94	36	92	52	75	83	38	51	73	45	17
ENSG00000211802	TRAV22	24	21	16	24	39	26	27	13	32	13	16	17	16	4
ENSG00000211803	TRAV23DV6	84	59	38	56	52	55	32	18	77	21	23	53	33	16
ENSG00000211804	TRDV1	23	19	58	57	18	28	20	26	24	2	24	33	22	5
ENSG00000211805	TRAV24	35	11	17	85	20	17	17	15	35	10	21	12	12	4
ENSG00000211806	TRAV25	63	36	23	36	15	40	26	38	34	3	33	27	27	9
ENSG00000211807	TRAV26-1	109	51	43	95	53	49	49	29	104	16	40	53	13	13
ENSG00000211808	TRAV8-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211809	TRAV27	65	35	25	23	32	36	38	30	47	27	35	51	18	13
ENSG00000211810	TRAV29DV5	101	72	102	85	78	58	57	61	84	20	65	66	44	13
ENSG00000211812	TRAV26-2	52	24	44	76	26	34	17	19	30	12	14	32	27	7
ENSG00000211813	TRAV34	6	7	2	7	3	10	0	3	4	2	1	1	8	1
ENSG00000211814	TRAV35	53	31	14	31	14	22	13	22	40	6	13	27	17	9
ENSG00000211815	TRAV36DV7	26	17	22	25	14	22	9	11	33	13	6	13	17	6
ENSG00000211816	TRAV38-1	62	23	30	29	32	27	21	3	20	13	13	31	24	16
ENSG00000211817	TRAV38-2DV8	65	58	40	83	49	50	16	49	50	11	41	48	29	6
ENSG00000211818	TRAV39	10	16	10	13	11	13	8	6	12	2	15	33	10	4
ENSG00000211819	TRAV40	2	3	2	6	5	1	1	5	2	0	0	4	4	0
ENSG00000211820	TRAV41	44	29	27	72	29	22	15	14	38	5	10	22	20	4
ENSG00000211821	TRDV2	13	10	2	37	84	8	12	18	9	14	15	17	28	19
ENSG00000211825	TRDJ1	13	4	2	10	5	2	6	2	4	1	0	4	11	5
ENSG00000211826	TRDJ4	0	0	3	0	0	0	2	0	1	0	0	3	0	0
ENSG00000211827	TRDJ2	3	3	1	2	1	2	0	0	1	0	1	4	0	0
ENSG00000211828	TRDJ3	3	0	4	3	1	2	0	2	2	0	0	4	1	0
ENSG00000211829	TRDC	270	112	199	251	213	128	102	143	107	134	101	205	193	113
ENSG00000211831	TRAJ61	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000211832	TRAJ59	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000211833	TRAJ58	0	0	0	1	0	2	0	0	3	0	0	0	0	0
ENSG00000211834	TRAJ57	0	0	0	1	0	0	0	3	1	0	0	0	0	0
ENSG00000211835	TRAJ56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211836	TRAJ54	0	0	0	0	0	0	2	0	0	0	1	1	0	0
ENSG00000211837	TRAJ53	0	0	0	0	0	0	1	0	2	0	0	0	1	0
ENSG00000211838	TRAJ52	1	0	0	1	0	0	2	0	0	0	2	1	0	0
ENSG00000211839	TRAJ50	0	0	0	1	0	1	1	0	2	0	1	2	0	0
ENSG00000211840	TRAJ49	1	1	0	4	0	1	3	0	2	0	2	2	2	0
ENSG00000211841	TRAJ48	0	0	1	1	0	0	0	0	5	0	2	0	0	0
ENSG00000211842	TRAJ47	0	1	0	0	0	0	2	0	0	0	0	2	0	1
ENSG00000211843	TRAJ46	0	0	0	0	0	1	0	2	0	1	1	5	0	0
ENSG00000211844	TRAJ45	0	1	2	1	4	0	0	1	4	0	3	1	0	1
ENSG00000211845	TRAJ44	8	0	0	1	1	1	0	2	3	1	2	6	0	1
ENSG00000211846	TRAJ43	0	0	1	2	2	0	0	0	0	2	0	1	0	0
ENSG00000211847	TRAJ42	3	4	0	2	2	3	0	6	3	0	0	3	0	0
ENSG00000211848	TRAJ41	2	1	0	1	0	0	0	0	1	0	1	0	0	0
ENSG00000211849	TRAJ40	0	0	1	1	3	0	1	0	6	0	1	3	2	0
ENSG00000211850	TRAJ39	2	4	0	3	0	0	0	6	3	1	4	5	0	0
ENSG00000211851	TRAJ38	2	2	0	5	1	1	3	0	4	1	6	4	0	2
ENSG00000211854	TRAJ35	0	0	2	3	0	2	0	0	4	0	0	2	0	1
ENSG00000211855	TRAJ34	3	1	1	2	0	0	0	2	3	0	3	6	1	1
ENSG00000211856	TRAJ33	0	0	0	2	0	1	0	0	3	0	3	2	0	0
ENSG00000211857	TRAJ32	0	3	1	2	1	0	1	0	2	0	0	3	0	0
ENSG00000211858	TRAJ31	0	0	1	4	0	2	0	1	7	2	5	7	0	6
ENSG00000211859	TRAJ30	2	0	0	1	0	0	0	0	1	0	0	3	1	0
ENSG00000211860	TRAJ29	0	2	0	3	0	0	0	0	3	1	0	2	0	0
ENSG00000211861	TRAJ28	4	0	0	5	0	0	0	0	2	4	1	2	0	1
ENSG00000211862	TRAJ27	0	1	1	0	1	0	0	0	4	3	0	2	2	1
ENSG00000211863	TRAJ26	3	3	0	4	1	2	1	0	3	2	4	8	4	3
ENSG00000211864	TRAJ25	0	0	0	5	0	0	0	0	3	0	3	0	0	0
ENSG00000211865	TRAJ24	4	0	0	1	0	0	0	0	2	0	4	0	0	0
ENSG00000211866	TRAJ23	1	2	1	1	0	0	3	0	6	0	0	0	1	0
ENSG00000211867	TRAJ22	0	1	1	4	2	0	2	0	3	0	5	1	0	0
ENSG00000211868	TRAJ21	1	0	0	1	0	0	0	0	1	0	1	1	2	0
ENSG00000211869	TRAJ20	4	3	1	4	0	0	1	0	0	0	3	1	1	0
ENSG00000211870	TRAJ19	2	1	1	1	0	1	2	0	1	0	3	0	0	0
ENSG00000211871	TRAJ18	4	8	1	8	0	1	7	1	10	0	4	7	2	0
ENSG00000211872	TRAJ17	3	1	0	0	1	0	0	1	2	0	5	2	0	0
ENSG00000211873	TRAJ16	2	0	0	7	0	0	4	0	8	0	1	5	1	0
ENSG00000211875	TRAJ14	0	4	0	2	0	0	11	0	4	0	1	2	0	1
ENSG00000211876	TRAJ13	0	4	0	1	1	0	1	0	6	0	2	1	0	2
ENSG00000211877	TRAJ12	3	5	3	4	3	3	7	2	4	5	2	4	1	0
ENSG00000211878	TRAJ11	0	1	3	3	3	0	1	3	2	0	0	0	0	0
ENSG00000211879	TRAJ10	2	1	0	3	1	1	5	0	6	3	0	1	0	0
ENSG00000211880	TRAJ9	12	2	4	2	6	2	4	4	4	3	5	3	1	0
ENSG00000211881	TRAJ8	0	1	0	1	0	0	3	0	3	2	0	0	0	0
ENSG00000211882	TRAJ7	0	4	1	3	4	0	2	0	0	0	4	0	0	0
ENSG00000211883	TRAJ6	2	2	2	2	0	2	9	2	8	0	0	1	1	0
ENSG00000211884	TRAJ5	2	2	2	5	3	3	4	2	2	1	1	8	3	1
ENSG00000211885	TRAJ4	0	2	1	8	6	0	10	0	8	1	0	2	1	2
ENSG00000211886	TRAJ3	4	4	3	11	4	4	14	5	14	7	7	9	9	3
ENSG00000211887	TRAJ2	2	5	2	8	1	2	7	1	16	8	2	17	0	8
ENSG00000211888	TRAJ1	17	7	3	14	4	4	0	1	8	0	0	5	0	3
ENSG00000211890	IGHA2	441	611	899	595	319	259	219	277	640	1137	120	363	618	2464
ENSG00000211891	IGHE	6	10	15	13	11	9	23	7	17	9	8	3	11	11
ENSG00000211892	IGHG4	48	128	62	129	72	53	40	83	118	129	31	82	112	143
ENSG00000211893	IGHG2	439	925	2133	430	266	491	320	531	576	1221	173	789	733	1432
ENSG00000211895	IGHA1	1323	1809	4257	3407	1140	1593	1216	1883	3620	7178	1390	1862	1893	7352
ENSG00000211896	IGHG1	588	596	929	436	1814	625	215	584	2918	2227	318	581	981	1486
ENSG00000211897	IGHG3	131	177	152	138	290	155	264	129	378	283	127	178	191	198
ENSG00000211898	IGHD	551	1112	1327	1093	2044	1128	1072	262	1046	1736	650	760	1037	600
ENSG00000211899	IGHM	5335	9501	10104	6934	9579	9108	6849	3619	10833	9064	5234	7823	7835	6357
ENSG00000211900	IGHJ6	1	6	12	21	39	15	8	4	47	15	5	45	17	8
ENSG00000211904	IGHJ2	2	2	1	1	1	0	0	0	1	4	2	2	2	0
ENSG00000211905	IGHJ1	0	0	3	0	0	0	0	0	0	0	0	2	2	0
ENSG00000211907	IGHD1-26	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000211909	IGHD5-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211911	IGHD3-22	0	1	1	0	0	0	3	0	1	0	0	0	1	0
ENSG00000211912	IGHD2-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211914	IGHD6-19	0	0	0	0	1	0	1	2	1	0	0	0	0	0
ENSG00000211915	IGHD5-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211917	IGHD3-16	0	2	0	0	0	0	0	0	0	1	0	0	3	1
ENSG00000211918	IGHD2-15	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000211920	IGHD6-13	0	0	2	0	0	0	0	0	0	0	1	0	0	0
ENSG00000211921	IGHD5-12	0	0	2	0	0	0	0	0	1	0	0	0	0	0
ENSG00000211923	IGHD3-10	0	0	1	3	1	3	0	0	0	0	0	0	0	0
ENSG00000211924	IGHD3-9	1	1	1	3	3	6	0	0	4	0	0	1	1	0
ENSG00000211925	IGHD2-8	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000211928	IGHD5-5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000211930	IGHD3-3	6	3	2	1	3	4	3	0	2	2	2	2	3	0
ENSG00000211931	IGHD2-2	0	2	3	2	4	0	2	0	2	1	0	4	0	1
ENSG00000211933	IGHV6-1	10	18	58	23	39	18	18	8	31	17	13	11	34	32
ENSG00000211934	IGHV1-2	74	60	74	45	20	23	36	54	12	116	33	62	50	16
ENSG00000211935	IGHV1-3	6	22	100	70	75	53	27	22	73	0	12	1	19	43
ENSG00000211937	IGHV2-5	39	70	92	48	19	56	28	19	81	48	17	32	51	25
ENSG00000211938	IGHV3-7	74	154	200	100	94	55	50	53	114	99	37	58	104	68
ENSG00000211941	IGHV3-11	24	34	41	49	31	47	33	26	142	84	12	33	29	7
ENSG00000211942	IGHV3-13	6	12	35	11	7	19	12	7	12	14	12	22	12	7
ENSG00000211943	IGHV3-15	66	65	99	60	86	53	30	108	66	63	15	40	56	99
ENSG00000211944	IGHV3-16	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000211945	IGHV1-18	31	38	136	66	64	47	43	34	61	44	20	34	56	24
ENSG00000211946	IGHV3-20	6	19	48	27	3	31	10	2	21	5	7	7	8	0
ENSG00000211947	IGHV3-21	38	39	101	55	117	111	45	28	84	57	44	46	37	60
ENSG00000211949	IGHV3-23	212	180	588	198	175	210	128	79	228	157	87	158	122	127
ENSG00000211950	IGHV1-24	5	17	25	16	34	18	13	13	29	17	7	5	10	7
ENSG00000211951	IGHV2-26	9	6	55	32	18	23	13	5	38	3	4	3	9	13
ENSG00000211952	IGHV4-28	5	10	2	0	0	2	3	4	5	4	1	4	4	7
ENSG00000211955	IGHV3-33	21	20	80	34	49	33	36	18	35	11	11	18	19	43
ENSG00000211956	IGHV4-34	45	38	161	122	181	71	54	11	88	67	31	67	55	54
ENSG00000211957	IGHV3-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
